ts_iso,epoch_ms,frame_idx,hwnd,backend,device,capture,output_preset,use_sr,fg_enabled,fg_interp_only,ov_scale,ov_parallel_reqs,ov_reactive,ov_target_fps,temporal_on,temporal_strength,input_w,input_h,output_w,output_h,fps,loop_ms,capture_age_ms,frame_ms,infer_ms,fg_ms,temporal_ms,tile_ms
2026-02-22T12:37:47.586,1771731467586,0,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,0.3073,3254.6054,12.1352,194.6590,176.3328,0.0000,0.0000,65.8165
2026-02-22T12:37:47.851,1771731467851,1,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.6841,271.4390,12.9062,256.8097,242.0660,0.0000,0.0000,81.7774
2026-02-22T12:37:48.164,1771731468165,2,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.3145,301.7045,7.3754,283.9456,262.5680,0.0000,0.0000,93.3597
2026-02-22T12:37:48.456,1771731468456,3,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.3370,299.6709,18.5490,280.3337,272.0366,0.0000,0.0000,103.5399
2026-02-22T12:37:48.708,1771731468709,4,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.8659,258.6747,4.6133,247.2983,226.4360,0.0000,0.0000,79.3835
2026-02-22T12:37:49.015,1771731469015,5,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.2681,305.9895,10.2726,300.7770,268.2285,0.0000,0.0000,96.4805
2026-02-22T12:37:49.344,1771731469344,6,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.1782,314.6405,18.2650,308.3638,287.5586,0.0000,0.0000,97.9112
2026-02-22T12:37:49.667,1771731469667,7,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.1351,318.9711,14.6872,297.0765,274.3391,0.0000,0.0000,92.2939
2026-02-22T12:37:49.932,1771731469933,8,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.5106,284.8482,17.0228,260.4591,237.3050,0.0000,0.0000,82.7602
2026-02-22T12:37:50.219,1771731470219,9,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.4884,286.6683,14.1014,269.3439,259.6017,0.0000,0.0000,85.6571
2026-02-22T12:37:50.515,1771731470515,10,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.3882,295.1450,2.1998,290.3935,269.4077,0.0000,0.0000,96.6556
2026-02-22T12:37:50.834,1771731470834,11,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.1247,320.0333,22.2655,314.7362,294.7750,0.0000,0.0000,103.6267
2026-02-22T12:37:51.127,1771731471128,12,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.5154,284.4615,7.5213,268.9050,259.0280,0.0000,0.0000,84.5044
2026-02-22T12:37:51.423,1771731471423,13,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.4677,288.3785,12.0361,275.1570,265.4129,0.0000,0.0000,80.6812
2026-02-22T12:37:51.705,1771731471705,14,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.3622,297.4257,14.2003,277.1711,265.7945,0.0000,0.0000,88.9743
2026-02-22T12:37:52.015,1771731472016,15,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.2869,304.2352,3.6225,286.5551,266.6113,0.0000,0.0000,91.1331
2026-02-22T12:37:52.326,1771731472326,16,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.2860,304.3174,4.6460,282.6760,263.1831,0.0000,0.0000,92.1310
2026-02-22T12:37:52.582,1771731472583,17,1640648,openvino_sr,GPU,dxgi,AUTO,1,0,0,0.5000,2,0,60.00,0,0.000,878,544,1162,720,3.7212,268.7273,16.7100,250.7643,239.3551,0.0000,0.0000,91.5528
